order_id,customer_id,order_date,promised_delivery_time,actual_delivery_time,delivery_status,order_total,payment_method,delivery_partner_id,store_id,total_items,order_value,order_value_bucket,order_day,order_month
2177917034,12402437,08-02-2024 20:03,08-02-2024 20:16,08-02-2024 20:25,slightly delayed,3134.8,Card,75636,4829,2,325.34,Medium,Thursday,2
4254814926,59890331,21-04-2024 06:14,21-04-2024 06:34,21-04-2024 06:33,on time,3818.33,Wallet,1761,7830,1,608,High,Sunday,4
6074172790,14944819,26-07-2023 02:15,26-07-2023 02:26,26-07-2023 02:30,on time,2008.84,Wallet,3481,4057,2,461.16,Medium,Wednesday,7
3381573131,67386193,16-07-2024 00:33,16-07-2024 00:47,16-07-2024 00:42,on time,114.52,Cash,50582,7456,1,727.95,High,Tuesday,7
3773745777,67701771,02-05-2024 14:40,02-05-2024 14:58,02-05-2024 14:58,on time,1488.19,Card,97135,8100,1,395.82,Medium,Thursday,5
9251939156,89910157,30-12-2023 12:39,30-12-2023 12:51,30-12-2023 12:58,slightly delayed,891.6,Cash,57095,7206,3,1247.25,Premium,Saturday,12
3872982303,15484407,03-02-2024 01:04,03-02-2024 01:24,03-02-2024 01:25,on time,1779.45,Wallet,60234,7886,2,1035.54,Premium,Saturday,2
2625987757,10769994,01-08-2023 07:42,01-08-2023 07:54,01-08-2023 07:56,on time,169.88,UPI,51273,4569,1,432,Medium,Tuesday,8
3162249401,85519349,03-05-2024 13:21,03-05-2024 13:31,03-05-2024 13:31,on time,4406.98,Cash,47552,2221,1,863.18,High,Friday,5
3108986741,49241309,17-10-2023 19:29,17-10-2023 19:43,17-10-2023 19:44,on time,2401.92,Wallet,60867,6530,3,953.46,High,Tuesday,10
1851474741,23348269,01-11-2023 13:29,01-11-2023 13:42,01-11-2023 13:51,slightly delayed,3742.79,Card,12879,8735,3,2482.32,Premium,Wednesday,11
2425099132,85016568,15-08-2023 01:15,15-08-2023 01:30,15-08-2023 01:34,on time,2498.22,Wallet,44245,4794,2,795.1,High,Tuesday,8
6706793332,6247821,09-10-2024 21:50,09-10-2024 22:04,09-10-2024 22:16,slightly delayed,949.75,UPI,76503,8271,2,896.32,High,Wednesday,10
2149289255,57579640,01-11-2024 15:00,01-11-2024 15:20,01-11-2024 15:39,significantly delayed,2687.31,Cash,25251,7315,3,1255.44,Premium,Friday,11
1971008155,2457734,23-10-2023 22:23,23-10-2023 22:43,23-10-2023 22:39,on time,1866.01,Cash,30330,5472,1,869.22,High,Monday,10
2087093460,59329145,11-07-2024 11:31,11-07-2024 11:42,11-07-2024 11:41,on time,4198.33,Card,27478,2176,2,1851.3,Premium,Thursday,7
2116712588,24043135,11-11-2023 20:33,11-11-2023 20:48,11-11-2023 20:51,on time,44.35,Wallet,34078,6552,1,493.19,Medium,Saturday,11
6054358790,59216664,26-01-2024 10:11,26-01-2024 10:31,26-01-2024 10:26,on time,3217.7,Wallet,52564,1880,1,307.23,Medium,Friday,1
532660797,41008070,20-05-2024 06:25,20-05-2024 06:37,20-05-2024 06:51,slightly delayed,2683.73,UPI,97547,2245,2,33.72,Low,Monday,5
1491991005,52215833,04-03-2024 08:49,04-03-2024 09:01,04-03-2024 09:01,on time,3472.55,Wallet,85285,3036,1,186.08,Low,Monday,3
4136019599,74179536,23-03-2024 18:38,23-03-2024 18:52,23-03-2024 18:55,on time,1131.05,Wallet,34667,6564,3,1868.43,Premium,Saturday,3
2122832513,55028958,17-02-2024 19:48,17-02-2024 19:58,17-02-2024 20:18,significantly delayed,2037.94,UPI,39396,5245,1,616.45,High,Saturday,2
3717703595,88965399,24-04-2023 21:33,24-04-2023 21:52,24-04-2023 21:51,on time,1756.7,Card,8041,7309,3,463.5,Medium,Monday,4
3194733693,21866852,05-07-2023 10:13,05-07-2023 10:30,05-07-2023 10:37,slightly delayed,2552.88,UPI,16623,9112,2,181.12,Low,Wednesday,7
4471162437,27971619,06-02-2024 12:38,06-02-2024 12:52,06-02-2024 12:52,on time,3355.65,Card,54708,9226,1,114.52,Low,Tuesday,2
1609331948,8791577,04-01-2024 14:06,04-01-2024 14:19,04-01-2024 14:19,on time,3648.36,UPI,58721,2696,3,1648.41,Premium,Thursday,1
6920030794,70372270,24-06-2024 02:37,24-06-2024 02:51,24-06-2024 02:49,on time,2936.64,UPI,38745,1394,2,1813.08,Premium,Monday,6
5127172657,32293017,11-06-2024 18:11,11-06-2024 18:30,11-06-2024 18:50,significantly delayed,2185.5,Cash,80034,288,2,784.44,High,Tuesday,6
8607115856,15931134,09-10-2023 04:42,09-10-2023 04:52,09-10-2023 04:49,on time,739.34,UPI,85718,3015,1,608,High,Monday,10
7154957395,60700850,09-04-2023 10:10,09-04-2023 10:21,09-04-2023 10:21,on time,2696.84,Wallet,63099,1915,1,877.43,High,Sunday,4
2070762702,34761418,04-10-2023 10:20,04-10-2023 10:37,04-10-2023 10:52,slightly delayed,2457.2,Cash,64950,5593,3,261.9,Medium,Wednesday,10
3697242439,99361865,15-10-2024 12:30,15-10-2024 12:47,15-10-2024 12:46,on time,2179.49,Cash,67408,4528,2,1945.38,Premium,Tuesday,10
3063427913,75984768,21-09-2023 02:17,21-09-2023 02:34,21-09-2023 02:37,on time,4419.03,Card,24100,1492,2,1845.28,Premium,Thursday,9
2060061337,29272253,15-04-2023 22:56,15-04-2023 23:10,15-04-2023 23:22,slightly delayed,3041.62,Wallet,50748,4851,1,951.27,High,Saturday,4
4625892678,80371626,18-06-2023 19:23,18-06-2023 19:35,18-06-2023 19:39,on time,3166.49,Wallet,40337,2018,1,198.15,Low,Sunday,6
6045698170,666589,24-01-2024 17:03,24-01-2024 17:14,24-01-2024 17:19,on time,222.15,UPI,16848,3220,3,1597.71,Premium,Wednesday,1
7876289647,98858383,07-08-2024 07:55,07-08-2024 08:06,07-08-2024 08:18,slightly delayed,3218.62,UPI,28786,9606,1,242.57,Medium,Wednesday,8
3434084714,46836361,02-02-2024 02:54,02-02-2024 03:06,02-02-2024 03:04,on time,1179.41,Cash,58201,5513,2,1991.96,Premium,Friday,2
9031695663,94730288,17-01-2024 01:23,17-01-2024 01:35,17-01-2024 01:41,slightly delayed,2316.01,Card,43200,5551,1,123.74,Low,Wednesday,1
1955989715,77862447,27-12-2023 06:52,27-12-2023 07:06,27-12-2023 07:08,on time,1931.35,Wallet,8135,6276,1,877.89,High,Wednesday,12
3459500455,16379942,18-12-2023 00:37,18-12-2023 00:52,18-12-2023 00:54,on time,2581.78,UPI,20504,6348,1,632.43,High,Monday,12
5953376503,79169760,25-05-2024 03:53,25-05-2024 04:08,25-05-2024 04:24,significantly delayed,650.2,Wallet,34929,3686,1,44.35,Low,Saturday,5
121874867,94529626,28-03-2023 00:53,28-03-2023 01:10,28-03-2023 01:05,on time,2596.92,UPI,69733,7775,3,381.24,Medium,Tuesday,3
2460545397,42872865,27-10-2024 11:26,27-10-2024 11:38,27-10-2024 11:49,slightly delayed,474.34,Wallet,50527,7031,1,475.04,Medium,Sunday,10
9690050839,55803572,13-01-2024 02:34,13-01-2024 02:44,13-01-2024 02:49,on time,2551.93,Wallet,76868,3949,2,309,Medium,Saturday,1
2574349065,51547198,17-04-2024 14:33,17-04-2024 14:43,17-04-2024 14:44,on time,4476.55,Wallet,406,7690,3,2357.01,Premium,Wednesday,4
2461936988,14428954,20-07-2023 23:11,20-07-2023 23:29,20-07-2023 23:48,significantly delayed,4196.95,Cash,77590,9647,2,281.6,Medium,Thursday,7
6447596416,76987910,08-10-2023 18:18,08-10-2023 18:30,08-10-2023 18:26,on time,4965.12,Card,45656,494,1,631.7,High,Sunday,10
7228452275,42262168,13-05-2023 01:06,13-05-2023 01:25,13-05-2023 01:25,on time,326.42,Card,96211,9542,2,196.64,Low,Saturday,5
6696750742,5277675,02-04-2023 17:43,02-04-2023 17:54,02-04-2023 17:54,on time,2509.56,Wallet,89976,8222,2,1261.68,Premium,Sunday,4
822235931,44410149,09-08-2023 07:17,09-08-2023 07:27,09-08-2023 07:42,slightly delayed,4866.15,Wallet,1773,639,3,1446.18,Premium,Wednesday,8
7678251499,17805991,23-04-2023 13:27,23-04-2023 13:37,23-04-2023 13:42,on time,3141.37,Cash,60822,3427,1,193.46,Low,Sunday,4
2497341976,9097480,21-09-2023 09:06,21-09-2023 09:19,21-09-2023 09:20,on time,3414.57,Wallet,42711,788,1,568.94,High,Thursday,9
9107314128,79591237,20-05-2024 16:19,20-05-2024 16:37,20-05-2024 16:36,on time,545.49,Wallet,21125,6660,3,1728.66,Premium,Monday,5
9855726256,8651281,17-05-2023 07:50,17-05-2023 08:05,17-05-2023 08:03,on time,479.57,Card,59743,1416,2,1869.5,Premium,Wednesday,5
9398719862,14991661,19-07-2024 09:22,19-07-2024 09:40,19-07-2024 09:44,on time,4255,Card,4852,9455,2,896.32,High,Friday,7
379494532,9650263,07-07-2024 13:29,07-07-2024 13:42,07-07-2024 13:44,on time,3609.27,UPI,99227,2058,3,39.75,Low,Sunday,7
1048784963,58942207,07-09-2023 13:18,07-09-2023 13:35,07-09-2023 13:30,on time,1159.84,Card,35552,2538,2,1137.88,Premium,Thursday,9
4386246924,69632084,27-08-2024 10:06,27-08-2024 10:26,27-08-2024 10:52,significantly delayed,2026.78,Card,56384,9593,2,1090,Premium,Tuesday,8
2050362692,79991320,30-10-2024 11:23,30-10-2024 11:36,30-10-2024 11:39,on time,2363.42,Cash,16076,2265,1,918.58,High,Wednesday,10
4142963293,34567918,03-11-2024 03:45,03-11-2024 04:04,03-11-2024 04:07,on time,3686.26,Cash,74308,9263,1,443.17,Medium,Sunday,11
9753528654,61522288,26-07-2024 07:24,26-07-2024 07:35,26-07-2024 07:33,on time,109.03,Cash,63454,8771,1,864.3,High,Friday,7
8126970833,14161586,14-09-2024 20:27,14-09-2024 20:41,14-09-2024 21:07,significantly delayed,4398.35,Wallet,83636,8350,3,423.84,Medium,Saturday,9
9747814712,16359370,16-12-2023 15:38,16-12-2023 15:52,16-12-2023 15:55,on time,2333.7,Wallet,33342,8165,2,1813.08,Premium,Saturday,12
6281619403,77921718,09-04-2023 18:56,09-04-2023 19:15,09-04-2023 19:10,on time,3374.44,UPI,12086,5214,2,75.6,Low,Sunday,4
436184281,78614729,20-11-2023 12:36,20-11-2023 12:55,20-11-2023 13:22,significantly delayed,3147.92,Card,59936,2749,3,1736.55,Premium,Monday,11
9799231260,22077605,07-03-2024 08:59,07-03-2024 09:17,07-03-2024 09:21,on time,872.83,Wallet,58378,7812,3,2840.58,Premium,Thursday,3
4071811527,66023110,26-07-2023 15:38,26-07-2023 15:51,26-07-2023 16:00,slightly delayed,1872.01,Card,27993,100,1,720.95,High,Wednesday,7
5645359563,87160527,08-08-2024 23:28,08-08-2024 23:45,08-08-2024 23:40,on time,2624.29,Card,45180,8474,3,2026.38,Premium,Thursday,8
9411813703,62600289,25-09-2023 22:56,25-09-2023 23:11,25-09-2023 23:16,on time,4433,Wallet,32773,5238,3,2827.11,Premium,Monday,9
4270217473,54580166,01-02-2024 08:48,01-02-2024 09:02,01-02-2024 09:02,on time,505.5,Cash,4904,9867,2,1873.96,Premium,Thursday,2
279851011,12967305,11-04-2023 09:45,11-04-2023 09:58,11-04-2023 09:57,on time,3495.33,Card,73623,6199,3,2776.95,Premium,Tuesday,4
6260524887,57081917,01-06-2024 06:43,01-06-2024 07:00,01-06-2024 06:56,on time,2457.11,Card,22883,3322,2,154.22,Low,Saturday,6
5853998391,94453274,08-09-2023 02:48,08-09-2023 02:58,08-09-2023 02:55,on time,949.22,Wallet,23606,364,2,563.46,High,Friday,9
9931976872,8955057,24-06-2024 05:17,24-06-2024 05:32,24-06-2024 05:28,on time,2487.83,Wallet,97297,9676,3,36.96,Low,Monday,6
8432209832,90346920,20-03-2024 03:24,20-03-2024 03:42,20-03-2024 03:54,slightly delayed,3835.31,Wallet,18907,9981,1,936.98,High,Wednesday,3
6023721507,8791577,07-04-2024 00:19,07-04-2024 00:36,07-04-2024 00:35,on time,1849.03,UPI,72197,158,1,862.28,High,Sunday,4
3042338919,76212152,17-05-2023 14:52,17-05-2023 15:05,17-05-2023 15:02,on time,2765.06,Wallet,70995,6827,3,2633.67,Premium,Wednesday,5
233646065,16379942,19-09-2023 22:28,19-09-2023 22:43,19-09-2023 22:48,on time,578.85,Wallet,56968,2400,1,949.73,High,Tuesday,9
9870610018,94033330,08-02-2024 05:23,08-02-2024 05:36,08-02-2024 05:35,on time,478.79,Card,44706,2918,2,896.32,High,Thursday,2
1398230967,46876240,22-04-2024 09:58,22-04-2024 10:13,22-04-2024 10:09,on time,1186.66,Card,92744,7040,3,2362.2,Premium,Monday,4
8615488922,92209869,04-11-2023 00:06,04-11-2023 00:21,04-11-2023 00:42,significantly delayed,3803.34,Card,1328,9406,3,261.9,Medium,Saturday,11
2748841057,33544355,30-12-2023 05:03,30-12-2023 05:19,30-12-2023 05:43,significantly delayed,1587.18,Card,11008,1719,2,1016,Premium,Saturday,12
1375867721,4862761,15-07-2024 16:57,15-07-2024 17:08,15-07-2024 17:05,on time,2244.24,Cash,21511,548,3,463.5,Medium,Monday,7
8595141097,96511007,31-03-2024 10:24,31-03-2024 10:36,31-03-2024 10:39,on time,3385.77,UPI,19332,9568,1,328.51,Medium,Sunday,3
4673382071,21784094,16-01-2024 13:25,16-01-2024 13:40,16-01-2024 13:49,slightly delayed,1479.69,UPI,97477,9551,1,906.54,High,Tuesday,1
2948696008,51872499,10-04-2024 10:05,10-04-2024 10:22,10-04-2024 10:19,on time,3103.41,Cash,89164,843,2,575.62,High,Wednesday,4
6839692624,64497538,19-11-2023 01:53,19-11-2023 02:10,19-11-2023 02:35,significantly delayed,4464.84,Cash,44627,1835,2,1104.4,Premium,Sunday,11
5770951298,75510747,02-10-2023 18:09,02-10-2023 18:23,02-10-2023 18:21,on time,957.11,UPI,4946,8044,3,932.61,High,Monday,10
5084771819,6344345,29-08-2024 21:54,29-08-2024 22:05,29-08-2024 22:18,slightly delayed,1207.68,Cash,66403,5500,2,1165.74,Premium,Thursday,8
422403644,56548063,27-05-2023 23:26,27-05-2023 23:46,27-05-2023 23:54,slightly delayed,2331.5,UPI,23782,4684,1,198.15,Low,Saturday,5
7176758896,18394558,13-07-2023 12:50,13-07-2023 13:00,13-07-2023 13:01,on time,2640.24,Cash,75492,2866,2,168.4,Low,Thursday,7
8252905093,42589311,21-04-2024 23:13,21-04-2024 23:29,21-04-2024 23:30,on time,2315.77,Card,40596,7934,3,979.26,High,Sunday,4
1488561572,75928073,27-08-2024 08:18,27-08-2024 08:32,27-08-2024 08:31,on time,4053.52,Cash,31495,3970,1,799.46,High,Tuesday,8
6212984517,72702075,16-03-2024 21:47,16-03-2024 22:05,16-03-2024 22:03,on time,1388.01,UPI,15665,6591,1,941.19,High,Saturday,3
6309784337,26250082,06-05-2024 17:37,06-05-2024 17:53,06-05-2024 17:53,on time,1905.92,Card,23009,396,1,697.53,High,Monday,5
4613890018,53538932,24-10-2023 12:43,24-10-2023 13:00,24-10-2023 13:00,on time,1545.79,Wallet,82638,8307,1,549.47,High,Tuesday,10
3429728472,64017365,31-03-2023 08:31,31-03-2023 08:48,31-03-2023 08:57,slightly delayed,4138.27,Cash,77476,2104,1,715.72,High,Friday,3
267738904,63368244,24-10-2023 23:10,24-10-2023 23:24,24-10-2023 23:38,slightly delayed,3596.07,Card,73022,8030,2,738.56,High,Tuesday,10
3850416839,57081917,01-07-2024 02:05,01-07-2024 02:23,01-07-2024 02:36,slightly delayed,5490.94,UPI,32659,8131,3,371.22,Medium,Monday,7
3412702479,86479284,24-12-2023 07:32,24-12-2023 07:46,24-12-2023 07:51,on time,2344.83,Cash,35140,2577,3,2467.89,Premium,Sunday,12
2016183232,44928499,19-07-2023 04:15,19-07-2023 04:35,19-07-2023 04:46,slightly delayed,1934.43,Card,38755,5767,3,1892.52,Premium,Wednesday,7
3810280204,84361534,26-10-2023 17:52,26-10-2023 18:06,26-10-2023 18:10,on time,2956.37,Wallet,70290,480,3,2854.29,Premium,Thursday,10
2416767295,767523,05-07-2024 03:36,05-07-2024 03:50,05-07-2024 03:59,slightly delayed,2358.76,Card,28144,39,1,505.95,High,Friday,7
2283439407,46623192,14-07-2023 02:18,14-07-2023 02:28,14-07-2023 02:32,on time,1216.8,UPI,58922,2848,1,724.84,High,Friday,7
4328802292,9738801,14-06-2023 19:43,14-06-2023 19:57,14-06-2023 20:15,significantly delayed,1926.12,Cash,66985,1268,2,1762.84,Premium,Wednesday,6
7072715691,74195536,25-12-2023 19:14,25-12-2023 19:28,25-12-2023 19:29,on time,2120.77,Cash,82046,3755,2,485.14,Medium,Monday,12
5640741373,90298394,10-05-2024 06:46,10-05-2024 06:57,10-05-2024 06:57,on time,765.76,Card,20090,3383,2,1197.66,Premium,Friday,5
6931094066,17159117,15-11-2023 21:59,15-11-2023 22:18,15-11-2023 22:14,on time,2802.27,Card,66225,7331,3,932.07,High,Wednesday,11
3417088709,62629494,30-05-2024 17:24,30-05-2024 17:37,30-05-2024 17:58,significantly delayed,912.29,UPI,63738,2101,3,2755.74,Premium,Thursday,5
4424404315,9274874,16-07-2023 07:24,16-07-2023 07:36,16-07-2023 07:40,on time,494.48,Wallet,8506,1950,2,273.2,Medium,Sunday,7
2444087306,56250563,28-07-2023 08:25,28-07-2023 08:35,28-07-2023 08:37,on time,2440.73,Wallet,75692,5429,1,918.58,High,Friday,7
486085268,51040116,11-12-2023 19:39,11-12-2023 19:51,11-12-2023 19:56,on time,4749.99,UPI,90390,4690,3,975.24,High,Monday,12
1731312620,49795571,08-05-2023 20:32,08-05-2023 20:42,08-05-2023 20:41,on time,843.21,Wallet,75316,1309,1,163.03,Low,Monday,5
6475582506,82529927,23-09-2023 04:50,23-09-2023 05:01,23-09-2023 05:05,on time,3895.25,Wallet,52304,2425,2,1300.4,Premium,Saturday,9
1868581378,93198324,29-03-2024 18:27,29-03-2024 18:43,29-03-2024 18:47,on time,2065.81,Card,38861,6383,3,2664.48,Premium,Friday,3
8884235937,20298398,09-08-2024 11:51,09-08-2024 12:01,09-08-2024 12:09,slightly delayed,1655.6,UPI,81977,8826,2,864.78,High,Friday,8
4590662628,87200291,10-01-2024 11:48,10-01-2024 12:02,10-01-2024 12:17,slightly delayed,3148.95,Cash,18200,5462,2,575.62,High,Wednesday,1
992302540,32203588,26-11-2023 21:32,26-11-2023 21:51,26-11-2023 21:54,on time,198.72,Wallet,12863,956,2,204.88,Medium,Sunday,11
7169974633,59110513,16-10-2024 16:03,16-10-2024 16:22,16-10-2024 16:21,on time,2475.21,UPI,69861,4905,2,1895.9,Premium,Wednesday,10
6703651257,93198324,17-01-2024 01:26,17-01-2024 01:43,17-01-2024 01:46,on time,727.87,Card,4285,5882,1,616.45,High,Wednesday,1
7180810221,20940403,10-09-2023 16:44,10-09-2023 16:58,10-09-2023 17:07,slightly delayed,657.8,Cash,59848,754,3,958.02,High,Sunday,9
7875587578,60967677,15-07-2024 08:47,15-07-2024 08:59,15-07-2024 09:09,slightly delayed,3351.74,Card,40025,6554,1,831.43,High,Monday,7
2578671497,76218218,25-01-2024 00:04,25-01-2024 00:16,25-01-2024 00:21,on time,3603.94,Card,64618,4306,2,24.64,Low,Thursday,1
6284350691,57207678,20-06-2024 01:00,20-06-2024 01:13,20-06-2024 01:13,on time,726.41,Wallet,9053,9366,2,1755.96,Premium,Thursday,6
5383261788,34588087,18-10-2023 21:18,18-10-2023 21:34,18-10-2023 21:30,on time,3375.86,Wallet,94840,856,2,1884.74,Premium,Wednesday,10
6590867973,56441247,20-11-2023 08:37,20-11-2023 08:55,20-11-2023 08:54,on time,1848.22,UPI,23582,5770,2,529.78,High,Monday,11
8787105023,81822935,07-05-2024 22:54,07-05-2024 23:09,07-05-2024 23:12,on time,1443.64,Wallet,54795,2951,1,651.93,High,Tuesday,5
1402916311,14275043,23-04-2024 12:52,23-04-2024 13:05,23-04-2024 13:09,on time,4553.36,Card,57649,178,2,1754.86,Premium,Tuesday,4
9715205272,52409516,21-10-2024 21:55,21-10-2024 22:09,21-10-2024 22:11,on time,1189.17,UPI,21783,7087,2,550.06,High,Monday,10
